   2.0001305e+03   8.2830000e-01
   2.0001740e+03   8.4380000e-01
   2.0002174e+03   8.0030000e-01
   2.0002609e+03   8.6360000e-01
   2.0003044e+03   8.4410000e-01
   2.0003479e+03   8.9350000e-01
   2.0003913e+03   9.1740000e-01
   2.0004348e+03   8.7570000e-01
   2.0004783e+03   8.3870000e-01
   2.0005218e+03   8.7840000e-01
   2.0005653e+03   8.4790000e-01
   2.0006957e+03   8.2550000e-01
   2.0007392e+03   8.1590000e-01
   2.0007827e+03   8.6270000e-01
   2.0008261e+03   8.3540000e-01
   2.0008696e+03   8.3830000e-01
   2.0009131e+03   7.9150000e-01
   2.0009566e+03   7.9780000e-01
   2.0010000e+03   8.0010000e-01
   2.0010435e+03   8.0110000e-01
   2.0010870e+03   7.8450000e-01
   2.0011305e+03   8.9400000e-01
   2.0011740e+03   7.5290000e-01
   2.0012174e+03   8.8700000e-01
   2.0012609e+03   8.7500000e-01
   2.0013044e+03   8.3640000e-01
   2.0013479e+03   8.9670000e-01
   2.0013913e+03   8.9880000e-01
   2.0014348e+03   8.9700000e-01
   2.0014783e+03   8.8880000e-01
   2.0015218e+03   8.7190000e-01
   2.0015653e+03   8.9480000e-01
   2.0016087e+03   8.4360000e-01
   2.0016522e+03   8.7680000e-01
   2.0016957e+03   8.4710000e-01
   2.0017827e+03   8.4530000e-01
   2.0018261e+03   8.5200000e-01
   2.0019131e+03   7.7500000e-01
   2.0019566e+03   7.1810000e-01
   2.0020000e+03   7.5920000e-01
   2.0020435e+03   7.9120000e-01
   2.0020870e+03   8.6330000e-01
   2.0021305e+03   8.2120000e-01
   2.0021740e+03   7.8390000e-01
   2.0022174e+03   8.4400000e-01
   2.0022609e+03   8.9280000e-01
   2.0023044e+03   8.6600000e-01
   2.0023479e+03   8.2910000e-01
   2.0023913e+03   8.6750000e-01
   2.0024348e+03   8.4780000e-01
   2.0024783e+03   8.3550000e-01
   2.0025218e+03   8.0470000e-01
   2.0025653e+03   8.0720000e-01
   2.0026087e+03   8.3240000e-01
   2.0026522e+03   7.9310000e-01
   2.0026957e+03   8.2490000e-01
   2.0027392e+03   8.0110000e-01
   2.0027827e+03   8.1910000e-01
   2.0028261e+03   7.5910000e-01
   2.0028696e+03   7.3710000e-01
   2.0029131e+03   7.4440000e-01
   2.0029566e+03   7.4250000e-01
   2.0030000e+03   7.0550000e-01
   2.0030435e+03   6.9390000e-01
   2.0030870e+03   7.3720000e-01
   2.0031305e+03   7.3110000e-01
   2.0031740e+03   7.8030000e-01
   2.0032174e+03   7.6760000e-01
   2.0032609e+03   7.8780000e-01
   2.0033044e+03   8.1640000e-01
   2.0033913e+03   8.5560000e-01
   2.0034348e+03   8.1440000e-01
   2.0034783e+03   8.6420000e-01
   2.0035218e+03   8.4250000e-01
   2.0035653e+03   8.6090000e-01
   2.0036087e+03   8.5460000e-01
   2.0036522e+03   8.3280000e-01
   2.0036957e+03   8.5000000e-01
   2.0037392e+03   8.0680000e-01
   2.0037827e+03   8.0350000e-01
   2.0038261e+03   8.1480000e-01
   2.0038696e+03   8.2850000e-01
   2.0039131e+03   8.3550000e-01
   2.0039566e+03   8.3000000e-01
   2.0040000e+03   8.2140000e-01
   2.0040435e+03   8.2590000e-01
   2.0040870e+03   8.0730000e-01
   2.0041305e+03   8.2280000e-01
   2.0041740e+03   8.2130000e-01
   2.0042174e+03   8.1280000e-01
   2.0042609e+03   8.1480000e-01
   2.0043044e+03   8.2160000e-01
   2.0043479e+03   8.3230000e-01
   2.0043913e+03   8.4600000e-01
   2.0044348e+03   8.9150000e-01
   2.0044783e+03   8.7230000e-01
   2.0045218e+03   8.5250000e-01
   2.0045653e+03   8.8870000e-01
   2.0046087e+03   8.3570000e-01
   2.0046522e+03   8.5330000e-01
   2.0046957e+03   8.6080000e-01
   2.0047392e+03   8.4330000e-01
   2.0047827e+03   8.5520000e-01
   2.0048696e+03   7.9410000e-01
   2.0049131e+03   7.5210000e-01
   2.0049566e+03   7.8800000e-01
   2.0050000e+03   8.4090000e-01
   2.0050435e+03   8.0290000e-01
   2.0050870e+03   8.0690000e-01
   2.0051305e+03   8.4900000e-01
   2.0051740e+03   8.2240000e-01
   2.0052174e+03   7.9190000e-01
   2.0052609e+03   8.3160000e-01
   2.0053044e+03   8.3450000e-01
   2.0053479e+03   8.3570000e-01
   2.0053913e+03   8.3830000e-01
   2.0054348e+03   8.3690000e-01
   2.0055218e+03   8.6750000e-01
   2.0055653e+03   8.7540000e-01
   2.0056087e+03   8.7300000e-01
   2.0056522e+03   8.4560000e-01
   2.0056957e+03   8.5350000e-01
   2.0057392e+03   8.5310000e-01
   2.0057827e+03   8.6110000e-01
   2.0058261e+03   8.5690000e-01
   2.0058696e+03   8.1990000e-01
   2.0059131e+03   8.0640000e-01
   2.0059566e+03   8.1450000e-01
   2.0060000e+03   8.3490000e-01
   2.0060435e+03   7.6030000e-01
   2.0060870e+03   8.0120000e-01
   2.0061305e+03   8.3110000e-01
   2.0061740e+03   8.3170000e-01
   2.0062174e+03   8.3090000e-01
   2.0062609e+03   8.3590000e-01
   2.0063044e+03   8.1050000e-01
   2.0063479e+03   8.4570000e-01
   2.0063913e+03   7.9420000e-01
   2.0064348e+03   7.8890000e-01
   2.0064783e+03   8.6590000e-01
   2.0065218e+03   8.7160000e-01
   2.0065653e+03   8.3050000e-01
   2.0066087e+03   8.2610000e-01
   2.0066522e+03   8.4490000e-01
   2.0066957e+03   7.8440000e-01
   2.0067392e+03   7.6580000e-01
   2.0067827e+03   7.7540000e-01
   2.0068261e+03   7.7730000e-01
   2.0068696e+03   7.0470000e-01
   2.0069131e+03   6.9120000e-01
   2.0069566e+03   6.7760000e-01
   2.0070000e+03   7.0950000e-01
   2.0070435e+03   7.5700000e-01
   2.0070870e+03   7.4280000e-01
   2.0071305e+03   7.2340000e-01
   2.0071740e+03   7.5220000e-01
   2.0072174e+03   7.8000000e-01
   2.0072609e+03   7.5290000e-01
   2.0073044e+03   7.7520000e-01
   2.0073479e+03   7.8490000e-01
   2.0073913e+03   8.6000000e-01
   2.0074348e+03   7.9870000e-01
   2.0074783e+03   7.9970000e-01
   2.0075218e+03   8.0070000e-01
   2.0075653e+03   7.9090000e-01
   2.0076087e+03   8.4620000e-01
   2.0076522e+03   8.2150000e-01
   2.0076957e+03   7.9560000e-01
   2.0077392e+03   7.6870000e-01
   2.0077827e+03   7.5690000e-01
   2.0078696e+03   7.7860000e-01
   2.0079131e+03   7.7380000e-01
   2.0079566e+03   8.4070000e-01
   2.0080000e+03   8.2050000e-01
   2.0080435e+03   8.5080000e-01
   2.0080870e+03   8.5670000e-01
   2.0081305e+03   8.4810000e-01
   2.0081740e+03   7.2180000e-01
   2.0082174e+03   8.2270000e-01
   2.0082609e+03   7.7600000e-01
   2.0083044e+03   8.4080000e-01
   2.0083479e+03   8.5070000e-01
