   1.1983968e-03   4.1459471e+00
   9.7586499e-03   6.3235397e+00
   1.0979092e-02   6.2454850e+00
   2.4855234e-02   1.7329587e+00
   5.6932885e-02   1.0550122e+01
   5.7654361e-02   1.0426400e+01
   6.0606367e-02   9.5492009e+00
   6.1028929e-02   9.3799876e+00
   6.1401442e-02   9.2229478e+00
   8.8665840e-02   4.7172027e+00
   8.9998815e-02   5.3539113e+00
   9.0346738e-02   5.5205647e+00
   9.1513167e-02   6.0723727e+00
   9.2147685e-02   6.3640541e+00
   1.0974237e-01   5.5083837e+00
   1.0986171e-01   5.4366647e+00
   1.1611851e-01   1.3300358e+00
   1.2321952e-01  -2.1801087e+00
   1.3111471e-01  -2.2500651e+00
   1.4784947e-01   2.7437486e+00
   1.5194708e-01   2.1289396e+00
   1.7260450e-01  -6.4868408e+00
   1.8577826e-01  -2.5312121e+00
   1.8878997e-01  -1.2074897e+00
   1.9098644e-01  -4.0574014e-01
   1.9303982e-01   1.5712529e-01
   1.9816970e-01   5.9380145e-01
   2.2126573e-01  -3.6922942e+00
   2.2988608e-01  -6.8927866e-01
   2.3536677e-01   1.8974220e+00
   2.3693038e-01   2.5594608e+00
   2.5526220e-01   3.7927662e+00
   2.5537030e-01   3.7745632e+00
   2.5678456e-01   3.5381402e+00
   2.6988366e-01   3.2505612e+00
   2.7321671e-01   3.9738387e+00
   2.7887561e-01   5.6462857e+00
   2.7939197e-01   5.8080746e+00
   2.8482373e-01   7.3645367e+00
   2.8510809e-01   7.4330963e+00
   2.8742727e-01   7.9229145e+00
   2.9145713e-01   8.4396895e+00
   3.1185995e-01   6.6107932e+00
   3.1641951e-01   6.2615372e+00
   3.1783305e-01   6.2017282e+00
   3.2094103e-01   6.1423039e+00
   3.4164410e-01   6.2029704e+00
   3.4726131e-01   5.8137054e+00
   3.7384767e-01   9.1174752e-01
   3.7472247e-01   7.5000404e-01
   3.9066754e-01  -5.9957251e-02
   3.9268458e-01   7.9563220e-02
   3.9710884e-01   3.7349425e-01
   4.0384337e-01   3.4527166e-01
   4.3151118e-01  -4.1425137e+00
   4.3504072e-01  -3.4526523e+00
   4.3903720e-01  -2.2455866e+00
   4.4801971e-01   6.1959691e-01
   4.5032381e-01   1.0558280e+00
   4.5220745e-01   1.2573849e+00
   4.9628889e-01   6.7644862e+00
   5.0165911e-01   7.6344496e+00
   5.0439786e-01   7.4210308e+00
   5.0599946e-01   7.1136235e+00
   5.1140894e-01   5.4213203e+00
   5.2463735e-01   3.2060467e+00
   5.2935990e-01   4.7075111e+00
   5.3228307e-01   6.1579723e+00
   5.4306218e-01   1.1466532e+01
   5.5655575e-01   9.1850538e+00
   5.6935818e-01   3.6382275e+00
   5.7326038e-01   3.6629713e+00
   5.7605346e-01   4.2949121e+00
   5.7605590e-01   4.2956604e+00
   5.8158208e-01   6.5607338e+00
   5.8247030e-01   6.9786523e+00
   5.8464130e-01   7.9723247e+00
   5.8471862e-01   8.0061020e+00
   5.9497430e-01   9.7637324e+00
   6.0026215e-01   7.8216662e+00
   6.1462696e-01  -6.8030790e-01
   6.2026004e-01  -1.4524430e+00
   6.2525518e-01  -3.2298451e-01
   6.3927615e-01   4.3754602e+00
   6.4231523e-01   4.1792427e+00
   6.4553451e-01   3.2762368e+00
   6.5004075e-01   1.0609145e+00
   6.7143680e-01  -4.0101993e+00
   6.7227024e-01  -3.6663404e+00
   6.8663781e-01   2.4391717e+00
   6.9440391e-01   1.8507338e+00
   6.9961699e-01  -2.1613679e-02
   6.9963377e-01  -2.8310454e-02
   7.1040869e-01  -2.7925000e+00
   7.1943275e-01  -3.8533960e-01
   7.2518236e-01   2.7100334e+00
   7.2568792e-01   2.9864264e+00
   7.2691455e-01   3.6398938e+00
   7.4661722e-01   5.5899994e+00
   7.4766284e-01   5.3265725e+00
   7.5222797e-01   4.2909203e+00
   7.6154619e-01   4.2617235e+00
   7.6240805e-01   4.4444902e+00
   7.8902892e-01   1.0414148e+01
   7.8972986e-01   1.0304779e+01
   8.1062811e-01   7.1336839e+00
   8.2773217e-01   8.5478250e+00
   8.2998243e-01   8.5056641e+00
   8.3705645e-01   7.7299080e+00
   8.3717064e-01   7.7104294e+00
   8.3825559e-01   7.5167602e+00
   8.4637289e-01   5.7735141e+00
   8.5035734e-01   4.8989856e+00
   8.5857053e-01   3.4150351e+00
   8.5875903e-01   3.3873390e+00
   9.0644327e-01  -5.5414142e-01
   9.1106705e-01  -1.3885262e+00
   9.1164742e-01  -1.4815443e+00
   9.3289790e-01   5.6382542e-02
   9.4623015e-01   2.2945418e+00
   9.4810874e-01   2.2367770e+00
   9.5734528e-01   8.8085367e-01
   9.6216103e-01   1.9064711e-01
   9.7107523e-01   9.0597155e-01
   9.7149964e-01   1.0231369e+00
   9.7265108e-01   1.3771740e+00
   9.7976522e-01   4.4223484e+00
   9.8843927e-01   8.0317362e+00
