Intercept     Error        Slope     Error       Quad_Coeff     Error        Cub_Coeff     Error         Frequency       Cos_Coeff     Error       Sin_Coeff     Error       Amplitude     Error       Phase     Error 
    0.210     0.426        0.096     0.043            0.000     0.000            0.000     0.000             0.240          -0.629     0.096           1.461     0.104           1.591     0.000      -0.406     1.365
   12.725     0.603                                                                                          0.350          -1.156     0.101          -0.729     0.097           1.367     0.122      -2.134     0.052
   -1.455     0.219                                                                                          1.012           2.173     0.095          -1.745     0.094           2.787     0.097       2.247     0.035
   -3.848     0.357                                                                                          1.200           0.819     0.094          -0.367     0.095           0.897     0.099       1.992     0.111
   -1.787     0.607                                                                                          2.002          -1.136     0.094           0.436     0.094           1.217     0.069      -1.204     0.086
                                                                                                             4.216           0.630     0.094           0.644     0.094           0.901     0.114       0.774     0.074
