2.013394299999999930e+03,3.649999999999999911e-01,1.000000000000000000e+02
2.013419200000000046e+03,3.970000000000000195e-01,1.000000000000000000e+02
2.013462299999999914e+03,3.900000000000000133e-01,1.000000000000000000e+02
2.013506200000000035e+03,3.820000000000000062e-01,1.000000000000000000e+02
2.013525200000000041e+03,3.519999999999999796e-01,1.000000000000000000e+02
2.013550300000000107e+03,3.629999999999999893e-01,1.000000000000000000e+02
2.013569300000000112e+03,3.390000000000000235e-01,1.000000000000000000e+02
2.013594299999999976e+03,2.810000000000000275e-01,5.000000000000000000e+01
2.013613299999999981e+03,3.190000000000000058e-01,1.000000000000000000e+02
2.013657200000000103e+03,3.069999999999999951e-01,1.000000000000000000e+02
2.013681299999999965e+03,3.119999999999999996e-01,1.000000000000000000e+02
2.013701299999999947e+03,2.899999999999999800e-01,1.000000000000000000e+02
2.013725200000000086e+03,2.929999999999999827e-01,1.000000000000000000e+02
2.013769299999999930e+03,1.799999999999999933e-01,1.000000000000000000e+02
2.013788299999999936e+03,2.419999999999999929e-01,1.000000000000000000e+02
2.013813200000000052e+03,2.439999999999999947e-01,1.000000000000000000e+02
2.013832200000000057e+03,2.200000000000000011e-01,1.000000000000000000e+02
2.013857299999999896e+03,2.069999999999999896e-01,1.000000000000000000e+02
2.013944300000000112e+03,1.749999999999999889e-01,2.000000000000000000e+01
2.013963299999999890e+03,1.869999999999999996e-01,2.000000000000000000e+01
2.013988299999999981e+03,2.049999999999999878e-01,5.000000000000000000e+01
2.014007299999999987e+03,2.020000000000000129e-01,2.000000000000000000e+01
2.014032200000000103e+03,2.190000000000000002e-01,2.000000000000000000e+01
2.014051200000000108e+03,2.000000000000000111e-01,5.000000000000000000e+01
2.014139200000000073e+03,2.730000000000000204e-01,1.000000000000000000e+02
2.014207200000000057e+03,3.649999999999999911e-01,1.000000000000000000e+02
2.014251299999999901e+03,3.810000000000000053e-01,1.000000000000000000e+02
2.014270299999999907e+03,3.679999999999999938e-01,1.000000000000000000e+02
2.014295200000000023e+03,4.000000000000000222e-01,1.000000000000000000e+02
2.014358199999999897e+03,3.539999999999999813e-01,1.000000000000000000e+02
2.014382299999999987e+03,3.810000000000000053e-01,1.000000000000000000e+02
2.014402299999999968e+03,3.649999999999999911e-01,1.000000000000000000e+02
2.014426200000000108e+03,3.940000000000000169e-01,1.000000000000000000e+02
2.014445200000000114e+03,3.649999999999999911e-01,1.000000000000000000e+02
2.014470299999999952e+03,3.880000000000000115e-01,1.000000000000000000e+02
2.014489299999999957e+03,3.539999999999999813e-01,1.000000000000000000e+02
2.014514200000000073e+03,3.669999999999999929e-01,1.000000000000000000e+02
2.014558299999999917e+03,3.370000000000000218e-01,1.000000000000000000e+02
2.014577299999999923e+03,2.899999999999999800e-01,1.000000000000000000e+02
2.014601200000000063e+03,3.190000000000000058e-01,1.000000000000000000e+02
2.014621200000000044e+03,2.959999999999999853e-01,1.000000000000000000e+02
2.014664299999999912e+03,2.800000000000000266e-01,1.000000000000000000e+02
2.014689200000000028e+03,2.819999999999999729e-01,1.000000000000000000e+02
2.014708200000000033e+03,2.560000000000000053e-01,1.000000000000000000e+02
2.014752300000000105e+03,2.359999999999999876e-01,1.000000000000000000e+02
2.014777299999999968e+03,2.330000000000000127e-01,1.000000000000000000e+02
2.014796299999999974e+03,2.210000000000000020e-01,1.000000000000000000e+02
2.014820200000000114e+03,2.119999999999999940e-01,1.000000000000000000e+02
2.014840200000000095e+03,2.099999999999999922e-01,1.000000000000000000e+02
2.014971299999999928e+03,2.670000000000000151e-01,2.000000000000000000e+01
2.014996200000000044e+03,2.670000000000000151e-01,2.000000000000000000e+01
2.015015200000000050e+03,2.570000000000000062e-01,2.000000000000000000e+01
2.015059299999999894e+03,2.399999999999999911e-01,5.000000000000000000e+01
2.015146300000000110e+03,3.079999999999999960e-01,1.000000000000000000e+02
2.015171299999999974e+03,3.449999999999999734e-01,1.000000000000000000e+02
2.015190299999999979e+03,3.509999999999999787e-01,1.000000000000000000e+02
2.015215200000000095e+03,3.459999999999999742e-01,1.000000000000000000e+02
2.015234200000000101e+03,3.280000000000000138e-01,1.000000000000000000e+02
2.015278299999999945e+03,3.489999999999999769e-01,1.000000000000000000e+02
2.015302200000000084e+03,3.860000000000000098e-01,1.000000000000000000e+02
2.015321200000000090e+03,3.750000000000000000e-01,1.000000000000000000e+02
2.015346299999999928e+03,4.020000000000000240e-01,1.000000000000000000e+02
2.015365299999999934e+03,3.890000000000000124e-01,1.000000000000000000e+02
2.015390200000000050e+03,3.940000000000000169e-01,1.000000000000000000e+02
2.015434299999999894e+03,3.659999999999999920e-01,1.000000000000000000e+02
2.015453299999999899e+03,3.469999999999999751e-01,1.000000000000000000e+02
2.015478200000000015e+03,3.619999999999999885e-01,1.000000000000000000e+02
2.015521300000000110e+03,3.579999999999999849e-01,1.000000000000000000e+02
2.015540299999999888e+03,3.270000000000000129e-01,1.000000000000000000e+02
2.015565299999999979e+03,3.380000000000000226e-01,1.000000000000000000e+02
2.015584299999999985e+03,3.150000000000000022e-01,1.000000000000000000e+02
2.015609200000000101e+03,3.270000000000000129e-01,1.000000000000000000e+02
2.015628200000000106e+03,3.039999999999999925e-01,1.000000000000000000e+02
2.015672299999999950e+03,2.770000000000000240e-01,1.000000000000000000e+02
2.015716200000000072e+03,2.580000000000000071e-01,1.000000000000000000e+02
2.015740299999999934e+03,2.730000000000000204e-01,1.000000000000000000e+02
2.015760299999999916e+03,2.600000000000000089e-01,1.000000000000000000e+02
2.015784200000000055e+03,2.610000000000000098e-01,1.000000000000000000e+02
2.015803200000000061e+03,2.359999999999999876e-01,1.000000000000000000e+02
2.015828299999999899e+03,2.270000000000000073e-01,1.000000000000000000e+02
2.015847299999999905e+03,2.109999999999999931e-01,1.000000000000000000e+02
2.015872200000000021e+03,2.109999999999999931e-01,1.000000000000000000e+02
2.015891200000000026e+03,2.149999999999999967e-01,1.000000000000000000e+02
2.015979299999999967e+03,2.439999999999999947e-01,2.000000000000000000e+01
2.016022200000000112e+03,2.720000000000000195e-01,2.000000000000000000e+01
2.016110200000000077e+03,3.579999999999999849e-01,2.000000000000000000e+00
2.016222299999999905e+03,4.169999999999999818e-01,1.000000000000000000e+02
2.016241299999999910e+03,4.020000000000000240e-01,1.000000000000000000e+02
2.016285200000000032e+03,3.300000000000000155e-01,1.000000000000000000e+02
2.016310199999999895e+03,3.820000000000000062e-01,1.000000000000000000e+02
2.016329300000000103e+03,3.699999999999999956e-01,1.000000000000000000e+02
2.016354299999999967e+03,4.139999999999999791e-01,1.000000000000000000e+02
2.016373299999999972e+03,3.860000000000000098e-01,1.000000000000000000e+02
2.016397200000000112e+03,3.990000000000000213e-01,1.000000000000000000e+02
2.016417200000000093e+03,3.729999999999999982e-01,1.000000000000000000e+02
2.016441299999999956e+03,2.939999999999999836e-01,1.000000000000000000e+02
2.016460299999999961e+03,3.870000000000000107e-01,1.000000000000000000e+02
2.016485200000000077e+03,4.050000000000000266e-01,1.000000000000000000e+02
2.016504200000000083e+03,3.800000000000000044e-01,1.000000000000000000e+02
2.016529299999999921e+03,3.890000000000000124e-01,1.000000000000000000e+02
2.016548299999999927e+03,3.519999999999999796e-01,1.000000000000000000e+02
2.016573200000000043e+03,3.649999999999999911e-01,1.000000000000000000e+02
2.016592200000000048e+03,3.449999999999999734e-01,1.000000000000000000e+02
2.016616299999999910e+03,3.469999999999999751e-01,1.000000000000000000e+02
2.016636299999999892e+03,3.200000000000000067e-01,1.000000000000000000e+02
2.016660200000000032e+03,3.280000000000000138e-01,1.000000000000000000e+02
2.016679200000000037e+03,2.999999999999999889e-01,1.000000000000000000e+02
2.016704300000000103e+03,3.049999999999999933e-01,1.000000000000000000e+02
2.016723300000000108e+03,2.819999999999999729e-01,1.000000000000000000e+02
2.016748299999999972e+03,2.819999999999999729e-01,1.000000000000000000e+02
2.016767299999999977e+03,2.320000000000000118e-01,1.000000000000000000e+02
2.016792200000000093e+03,2.859999999999999765e-01,1.000000000000000000e+02
2.016835299999999961e+03,2.439999999999999947e-01,1.000000000000000000e+02
